"a_o","armas_medios","barrios_hecho","clasificaciones_delito","conducta","curso_de_vida","descripcion_conducta","dia","dia_semana","edad","estado_civil_persona","fecha_hecho","genero","latitud","longitud","mes","movil_agresor","movil_victima","nom_comuna","orden","zona"
"2014","CORTANTES","COLORADOS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","sábado","30","UNION LIBRE","2014-03-01T00:00:00.000","MASCULINO","7.178289753","-73.13362474","03. marzo","A PIE","A PIE","01. Norte","847","URBANA"
"2014","CORTANTES","MUTUALIDAD","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","10","lunes","24","SOLTERO","2014-02-10T00:00:00.000","MASCULINO","7.139542","-73.130025","02. febrero","A PIE","A PIE","03. San Francisco","848","URBANA"
"2016","CUERDA/SOGA/CADENA","LA UNIVERSIDAD","Lesiones fatales","HOMICIDIO","06. Persona Mayor","ARTÍCULO 103. HOMICIDIO","19","martes","86","DIVORCIADO","2016-07-19T00:00:00.000","FEMENINO","7.137596563","-73.1223451","07. julio","A PIE","A PIE","03. San Francisco","849","URBANA"
"2013","PUNZANTES","FONTANA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","13","domingo","23","SOLTERO","2013-01-13T00:00:00.000","MASCULINO","7.089970315","-73.116204","01. enero","A PIE","A PIE","10. Provenza","850","URBANA"
"2011","PUNZANTES","URB. COLSEGUROS NORTE","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","27","domingo","26","SOLTERO","2011-11-27T00:00:00.000","MASCULINO","7.144028852","-73.13070766","11. noviembre","A PIE","A PIE","01. Norte","851","URBANA"
"2017","QUIMICOS","BUENOS AIRES","Lesiones fatales","HOMICIDIO","01. Primera infancia","ARTÍCULO 103. HOMICIDIO","28","martes","5","SOLTERO","2017-03-28T00:00:00.000","MASCULINO","7.131507186","-73.1003939","03. marzo","A PIE","A PIE","14. Morrorico","852","URBANA"
"2017","VENENO","QUINTA ESTRELLA","Lesiones fatales","HOMICIDIO","01. Primera infancia","ARTÍCULO 103. HOMICIDIO","2","viernes","6","SOLTERO","2017-06-02T00:00:00.000","FEMENINO","7.101405097","-73.14303029","06. junio","A PIE","A PIE","05. García Rovira","853","URBANA"
"2017","ACIDO","ALARCON","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","20","miércoles","30","SOLTERO","2017-12-20T00:00:00.000","FEMENINO","7.125063266","-73.12518231","12. diciembre","A PIE","A PIE","03. San Francisco","854","URBANA"
"2017","ACIDO","CAMPO HERMOSO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","26","miércoles","40","CASADO","2017-04-26T00:00:00.000","FEMENINO","7.112232494","-73.12961388","04. abril","A PIE","A PIE","05. García Rovira","855","URBANA"
"2014","ACIDO","CENTRO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","25","sábado","35","SOLTERO","2014-01-25T00:00:00.000","FEMENINO","7.119377932","-73.12685485","01. enero","A PIE","A PIE","15. Centro","856","URBANA"
"2018","ACIDO","CENTRO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","26","jueves","38","SOLTERO","2018-07-26T00:00:00.000","FEMENINO","7.11933569","-73.12692038","07. julio","PASAJERO MOTOCICLETA","A PIE","15. Centro","857","URBANA"
"2014","ACIDO","CHAPINERO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","29","domingo","48","UNION LIBRE","2014-06-29T00:00:00.000","FEMENINO","7.140362194","-73.13106528","06. junio","A PIE","A PIE","03. San Francisco","858","URBANA"
"2018","ACIDO","GAITAN","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","1","viernes","30","SOLTERO","2018-06-01T00:00:00.000","FEMENINO","7.131713164","-73.13207113","06. junio","A PIE","A PIE","04. Occidental","859","URBANA"
"2018","ACIDO","GIRARDOT","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","23","sábado","32","SOLTERO","2018-06-23T00:00:00.000","MASCULINO","7.1221708","-73.13534252","06. junio","A PIE","A PIE","04. Occidental","860","URBANA"
"2014","ACIDO","LA CONCORDIA","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","12","miércoles","26","SOLTERO","2014-03-12T00:00:00.000","FEMENINO","7.110019899","-73.11793919","03. marzo","A PIE","A PIE","06. La Concordia","861","URBANA"
"2017","ACIDO","MEJORAS PUBLICAS","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","24","domingo","53","SOLTERO","2017-12-24T00:00:00.000","MASCULINO","7.120579045","-73.11530437","12. diciembre","A PIE","A PIE","13. Oriental","862","URBANA"
"2014","ACIDO","MORRORICO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","16","miércoles","33","SOLTERO","2014-04-16T00:00:00.000","MASCULINO","7.133946678","-73.10561803","04. abril","CONDUCTOR VEHICULO","A PIE","14. Morrorico","863","URBANA"
"2014","ACIDO","NARIÑO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","10","viernes","29","UNION LIBRE","2014-01-10T00:00:00.000","MASCULINO","7.125584576","-73.13485856","01. enero","A PIE","A PIE","04. Occidental","864","URBANA"
"2013","ACIDO","NUEVO SOTOMAYOR","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","17","miércoles","25","UNION LIBRE","2013-07-17T00:00:00.000","FEMENINO","7.113553298","-73.116624","07. julio","A PIE","A PIE","12. Cabecera del Llano","865","URBANA"
"2015","ACIDO","PROVENZA","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","28","martes","58","UNION LIBRE","2015-04-28T00:00:00.000","FEMENINO","7.083742158","-73.11635604","04. abril","BICICLETA","A PIE","10. Provenza","866","URBANA"
"2012","ACIDO","QUINTADANIA","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","11","viernes","18","SOLTERO","2012-05-11T00:00:00.000","FEMENINO","7.114026841","-73.108206","05. mayo","CONDUCTOR MOTOCICLETA","A PIE","13. Oriental","867","URBANA"
"2017","ACIDO","SAN FRANCISCO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","4","domingo","50","SOLTERO","2017-06-04T00:00:00.000","FEMENINO","7.137681729","-73.12539209","06. junio","CONDUCTOR MOTOCICLETA","A PIE","03. San Francisco","868","URBANA"
"2010","AGUA CALIENTE","CAMPO HERMOSO","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","21","jueves","19","SOLTERO","2010-10-21T00:00:00.000","FEMENINO","7.120645358","-73.12605","10. octubre","A PIE","A PIE","05. García Rovira","869","URBANA"
"2012","AGUA CALIENTE","CAMPO HERMOSO","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","24","martes","24","NO REPORTA","2012-01-24T00:00:00.000","MASCULINO","7.106257766","-73.137312","01. enero","A PIE","A PIE","05. García Rovira","870","URBANA"
"2011","AGUA CALIENTE","CENTRO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","20","domingo","35","SOLTERO","2011-11-20T00:00:00.000","FEMENINO","7.178045669","-73.13022442","11. noviembre","A PIE","A PIE","15. Centro","871","URBANA"
"2017","AGUA CALIENTE","CIUDADELA REAL DE MINAS","Lesiones no fatales","LESIONES PERSONALES","02. Infancia","ARTÍCULO 111. LESIONES PERSONALES","7","viernes","8","SOLTERO","2017-04-07T00:00:00.000","MASCULINO","7.103079118","-73.12439137","04. abril","A PIE","A PIE","07. La Ciudadela","872","URBANA"
"2017","AGUA CALIENTE","GIRARDOT","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","15","jueves","47","SOLTERO","2017-06-15T00:00:00.000","MASCULINO","7.119079665","-73.1341985","06. junio","A PIE","A PIE","04. Occidental","873","URBANA"
"2014","AGUA CALIENTE","LA JUVENTUD","Lesiones no fatales","LESIONES PERSONALES","01. Primera infancia","ARTÍCULO 111. LESIONES PERSONALES","17","viernes","2","SOLTERO","2014-01-17T00:00:00.000","MASCULINO","7.14400174","-73.12800283","01. enero","A PIE","A PIE","02. Nor Oriental","874","URBANA"
"2016","AGUA CALIENTE","LA VICTORIA","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","20","martes","45","UNION LIBRE","2016-12-20T00:00:00.000","MASCULINO","7.100930777","-73.1153903","12. diciembre","CONDUCTOR TAXI","A PIE","06. La Concordia","875","URBANA"
"2017","AGUA CALIENTE","RICAURTE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","21","martes","27","SOLTERO","2017-11-21T00:00:00.000","FEMENINO","7.105295071","-73.1181442","11. noviembre","A PIE","A PIE","06. La Concordia","876","URBANA"
"2012","AGUA CALIENTE","SAN FRANCISCO","Lesiones no fatales","LESIONES PERSONALES","01. Primera infancia","ARTÍCULO 111. LESIONES PERSONALES","10","domingo","2","SOLTERO","2012-06-10T00:00:00.000","MASCULINO","7.12998822","-73.122221","06. junio","A PIE","A PIE","03. San Francisco","877","URBANA"
"2014","AGUA CALIENTE","VILLA DE LOS CONQUISTADORES","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","10","miércoles","44","UNION LIBRE","2014-09-10T00:00:00.000","FEMENINO","7.087205483","-73.1351476","09. septiembre","A PIE","A PIE","11. Sur","878","URBANA"
"2018","ALUCINOGENOS","LA CONCORDIA","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","14","sábado","40","SEPARADO","2018-07-14T00:00:00.000","MASCULINO","7.114498774","-73.12497487","07. julio","A PIE","A PIE","06. La Concordia","879","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","5 DE ENERO","Lesiones no fatales","LESIONES PERSONALES","03. Adolescencia","ARTÍCULO 111. LESIONES PERSONALES","29","sábado","14","SOLTERO","2014-11-29T00:00:00.000","FEMENINO","7.110866047","-73.16321043","11. noviembre","A PIE","A PIE","05. García Rovira","880","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","5 DE ENERO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","15","martes","35","SOLTERO","2016-11-15T00:00:00.000","FEMENINO","7.099315996","-73.16498695","11. noviembre","A PIE","A PIE","05. García Rovira","881","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","5 DE ENERO","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","17","martes","27","UNION LIBRE","2017-10-17T00:00:00.000","MASCULINO","7.103224333","-73.17114352","10. octubre","A PIE","A PIE","05. García Rovira","882","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","19","viernes","54","SOLTERO","2010-03-19T00:00:00.000","FEMENINO","7.145899341","-73.1272996","03. marzo","A PIE","A PIE","04. Occidental","883","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","26","sábado","56","SOLTERO","2011-02-26T00:00:00.000","MASCULINO","7.145899341","-73.1272996","02. febrero","A PIE","A PIE","04. Occidental","884","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","18","miércoles","28","CASADO","2011-05-18T00:00:00.000","MASCULINO","7.145899341","-73.1272996","05. mayo","A PIE","A PIE","04. Occidental","885","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","16","jueves","28","SOLTERO","2011-06-16T00:00:00.000","MASCULINO","7.145899341","-73.1272996","06. junio","A PIE","A PIE","04. Occidental","886","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","30","lunes","34","SOLTERO","2012-04-30T00:00:00.000","MASCULINO","7.11675075","-73.138712","04. abril","A PIE","A PIE","04. Occidental","887","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","10","lunes","35","SOLTERO","2012-09-10T00:00:00.000","MASCULINO","7.145899341","-73.1272996","09. septiembre","A PIE","A PIE","04. Occidental","888","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","03. Adolescencia","ARTÍCULO 111. LESIONES PERSONALES","13","jueves","15","SOLTERO","2012-09-13T00:00:00.000","MASCULINO","7.145899341","-73.1272996","09. septiembre","A PIE","A PIE","04. Occidental","889","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","03. Adolescencia","ARTÍCULO 111. LESIONES PERSONALES","13","jueves","17","SOLTERO","2012-09-13T00:00:00.000","MASCULINO","7.145899341","-73.1272996","09. septiembre","A PIE","A PIE","04. Occidental","890","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","13","jueves","26","UNION LIBRE","2012-09-13T00:00:00.000","MASCULINO","7.145899341","-73.1272996","09. septiembre","A PIE","A PIE","04. Occidental","891","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","28","domingo","30","SOLTERO","2012-10-28T00:00:00.000","MASCULINO","7.145899341","-73.1272996","10. octubre","A PIE","A PIE","04. Occidental","892","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","14","jueves","18","SOLTERO","2013-03-14T00:00:00.000","MASCULINO","7.11675075","-73.138712","03. marzo","A PIE","A PIE","04. Occidental","893","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","5","sábado","23","UNION LIBRE","2013-10-05T00:00:00.000","FEMENINO","7.11675075","-73.138712","10. octubre","A PIE","A PIE","04. Occidental","894","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","6","lunes","46","UNION LIBRE","2014-01-06T00:00:00.000","MASCULINO","7.120165509","-73.13608793","01. enero","A PIE","A PIE","04. Occidental","895","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","1","sábado","24","SOLTERO","2014-02-01T00:00:00.000","MASCULINO","7.120187036","-73.13609238","02. febrero","A PIE","A PIE","04. Occidental","896","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","lebrija","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","2","domingo","20","SOLTERO","2014-03-02T00:00:00.000","MASCULINO","7.110911928","-73.21521676","03. marzo","A PIE","A PIE","Lebrija","897","OTROS"
"2014","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","03. Adolescencia","ARTÍCULO 111. LESIONES PERSONALES","22","jueves","17","SOLTERO","2014-05-22T00:00:00.000","MASCULINO","7.120144451","-73.13633914","05. mayo","A PIE","A PIE","04. Occidental","898","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","1","domingo","18","SOLTERO","2015-02-01T00:00:00.000","MASCULINO","7.11951685","-73.13503732","02. febrero","A PIE","A PIE","04. Occidental","899","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","03. Adolescencia","ARTÍCULO 111. LESIONES PERSONALES","29","domingo","15","SOLTERO","2015-03-29T00:00:00.000","FEMENINO","7.119738412","-73.13604935","03. marzo","A PIE","A PIE","04. Occidental","900","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","22","domingo","19","SOLTERO","2015-11-22T00:00:00.000","MASCULINO","7.120072108","-73.13666722","11. noviembre","A PIE","A PIE","04. Occidental","901","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","2","jueves","27","SOLTERO","2016-06-02T00:00:00.000","MASCULINO","7.120014862","-73.13637305","06. junio","A PIE","A PIE","04. Occidental","902","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","30","viernes","20","SOLTERO","2017-06-30T00:00:00.000","MASCULINO","7.118752263","-73.13580923","06. junio","A PIE","A PIE","04. Occidental","903","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","18","domingo","18","SOLTERO","2018-02-18T00:00:00.000","FEMENINO","7.120677099","-73.13624374","02. febrero","A PIE","A PIE","04. Occidental","904","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","15","domingo","24","SOLTERO","2018-07-15T00:00:00.000","MASCULINO","7.118909845","-73.13477926","07. julio","A PIE","A PIE","04. Occidental","905","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","12 DE OCTUBRE","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","15","domingo","25","SOLTERO","2018-07-15T00:00:00.000","MASCULINO","7.118909845","-73.13477926","07. julio","A PIE","A PIE","04. Occidental","906","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","20 DE JULIO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","12","domingo","34","SOLTERO","2015-04-12T00:00:00.000","FEMENINO","7.095525511","-73.11881831","04. abril","A PIE","A PIE","08. Sur Occidente","907","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","20 DE JULIO","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","21","domingo","27","SOLTERO","2016-08-21T00:00:00.000","MASCULINO","7.095320562","-73.1187563","08. agosto","A PIE","A PIE","08. Sur Occidente","908","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","20 DE JULIO","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","21","domingo","32","UNION LIBRE","2016-08-21T00:00:00.000","MASCULINO","7.095320562","-73.1187563","08. agosto","A PIE","A PIE","08. Sur Occidente","909","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","23 DE JUNIO","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","13","martes","18","SOLTERO","2012-11-13T00:00:00.000","FEMENINO","7.11675075","-73.138712","11. noviembre","A PIE","A PIE","04. Occidental","910","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","23 DE JUNIO","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","1","lunes","25","SOLTERO","2013-07-01T00:00:00.000","MASCULINO","7.11675075","-73.138712","07. julio","A PIE","A PIE","04. Occidental","911","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","23 DE JUNIO","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","23","martes","25","SOLTERO","2013-07-23T00:00:00.000","MASCULINO","7.11675075","-73.138712","07. julio","A PIE","A PIE","04. Occidental","912","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","23 DE JUNIO","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","7","sábado","20","SOLTERO","2017-10-07T00:00:00.000","MASCULINO","7.118293678","-73.13602892","10. octubre","A PIE","A PIE","04. Occidental","913","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","23 DE JUNIO","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","18","viernes","27","SOLTERO","2018-05-18T00:00:00.000","MASCULINO","7.118633977","-73.13540759","05. mayo","A PIE","A PIE","04. Occidental","914","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","AFRICA","Lesiones no fatales","LESIONES PERSONALES","06. Persona Mayor","ARTÍCULO 111. LESIONES PERSONALES","18","lunes","60","CASADO","2010-10-18T00:00:00.000","FEMENINO","7.094160073","-73.11987747","10. octubre","A PIE","A PIE","08. Sur Occidente","915","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","AFRICA","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","24","sábado","28","SOLTERO","2011-09-24T00:00:00.000","MASCULINO","7.094160073","-73.11987747","09. septiembre","A PIE","A PIE","08. Sur Occidente","916","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","AFRICA","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","16","domingo","32","SOLTERO","2011-10-16T00:00:00.000","FEMENINO","7.094160073","-73.11987747","10. octubre","A PIE","A PIE","08. Sur Occidente","917","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","06. Persona Mayor","ARTÍCULO 111. LESIONES PERSONALES","13","martes","61","UNION LIBRE","2010-04-13T00:00:00.000","MASCULINO","7.127498","-73.122953","04. abril","A PIE","A PIE","03. San Francisco","918","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","17","sábado","44","UNION LIBRE","2010-07-17T00:00:00.000","MASCULINO","7.127498","-73.122953","07. julio","A PIE","A PIE","03. San Francisco","919","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","9","jueves","57","VIUDO","2010-09-09T00:00:00.000","MASCULINO","7.127498","-73.122953","09. septiembre","A PIE","CONDUCTOR TAXI","03. San Francisco","920","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","11","viernes","27","UNION LIBRE","2011-03-11T00:00:00.000","MASCULINO","7.127498","-73.122953","03. marzo","A PIE","A PIE","03. San Francisco","921","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","5","domingo","47","SOLTERO","2011-06-05T00:00:00.000","MASCULINO","7.127498","-73.122953","06. junio","A PIE","A PIE","03. San Francisco","922","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","22","miércoles","28","SOLTERO","2011-06-22T00:00:00.000","MASCULINO","7.127498","-73.122953","06. junio","A PIE","A PIE","03. San Francisco","923","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","17","domingo","48","CASADO","2011-07-17T00:00:00.000","MASCULINO","7.127498","-73.122953","07. julio","A PIE","A PIE","03. San Francisco","924","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","23","martes","40","DIVORCIADO","2011-08-23T00:00:00.000","MASCULINO","7.127498","-73.122953","08. agosto","A PIE","A PIE","03. San Francisco","925","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","23","martes","50","SOLTERO","2011-08-23T00:00:00.000","MASCULINO","7.127498","-73.122953","08. agosto","A PIE","A PIE","03. San Francisco","926","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","26","sábado","50","UNION LIBRE","2011-11-26T00:00:00.000","MASCULINO","7.127498","-73.122953","11. noviembre","A PIE","A PIE","03. San Francisco","927","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","05. Adultez","ARTÍCULO 111. LESIONES PERSONALES","26","sábado","53","CASADO","2011-11-26T00:00:00.000","MASCULINO","7.127498","-73.122953","11. noviembre","A PIE","A PIE","03. San Francisco","928","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","04. Jovenes","ARTÍCULO 111. LESIONES PERSONALES","28","miércoles","25","UNION LIBRE","2011-12-28T00:00:00.000","MASCULINO","7.127498","-73.122953","12. diciembre","A PIE","A PIE","03. San Francisco","929","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","ALARCON","Lesiones no fatales","LESIONES PERSONALES","03. Adolescencia","ARTÍCULO 111. LESIONES PERSONALES","17","martes","16","SOLTERO","2012-01-17T00:00:00.000","FEMENINO","7.128208496","-73.127004","01. enero","A PIE","A PIE","03. San Francisco","930","URBANA"
